Region,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Sierra Leone,塞拉利昂,SLE,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318632886,0.318238638,0.509488913,0.320833242,0.3227391,0.452300692,0.970053793,1.015960874,0.368844588,0.236941115,0.230758113,0.350594462,0.728601125,0.69491366,0.648380023,0.629313825,0.521648904,0.513048933,0.505814336,0.476304314,0.469636019,0.463999597,0.458131973,0.452179051,0.361297935,0.350004097,0.341228696,0.352068599
El Salvador,萨尔瓦多,SLV,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.861766282,3.046187823,2.426053638,2.342037908,1.38889982,1.772689621,1.875722258,1.856805376,1.612189918,1.600155993,1.256031568,1.252721298,1.250133478,1.152804921,0.635426825,0.665236962,1.139120363,1.314081901,1.299743242,1.266123104,1.283592606,1.261616736,1.229469665,1.204287861,1.557779155,1.558323739,1.521856239,1.489587781
SAN marino,圣马力诺,SMR,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,索马里,SOM,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.353880372,0,0,0,0,11.23271285,11.09646925,10.88524102,10.63312962,2.30236923,2.240589078,0,0,0,0,0,0,0,0,0.071711036,0.069644503,0.108560726,0.658242913,0.350200139,0.522943693,0.588410978,0.568992332,0.555751767
Serbia,塞尔维亚,SRB,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.417687123,5.052307828,4.052630956,2.931725106,3.788159147,4.863844868,4.483026477,4.507643595,4.52145642,4.339253293,4.04143047,5.930790513,3.730741731,3.280972971,3.318775975,3.330155558,0.729283783,0.729826678,0.741038528,0.926639133,0.949789481,0.922503481,0.916434221,0.903384402,0.90004569,0.909901931,0.996891327,0.994012936
Sub-saharan Africa (excluding high income),撒哈拉以南非洲地区（不包括高收入）,SSA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669495588,0.599287615,0.548616622,0.549990156,0.505445971,0.773583868,0.735571065,0.700505122,0.688772795,0.69553498,0.702146171,0.657296678,0.626793406,0.586352891,0.546058285,0.539500262,0,0.510064401,0.498516006,0.490352806,0.521112768,0.562640628,0.490995265,0.472605673,0.461048795,0.454862889,0.410509448,0.396358618
S. Sudan,南苏丹,SSD,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.551795839,5.147511754,4.994862427,4.286853033,4.191777681,4.111313022,4.053206996,4.009249447
Sub-saharan Africa,撒哈拉以南非洲地区,SSF,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669495588,0.599287615,0.548616622,0.549990156,0.505445971,0.773583868,0.735571065,0.700505122,0.688772795,0.69553498,0.702146171,0.657296678,0.626793406,0.586352891,0.546058285,0.539500262,0,0.510064401,0.498516006,0.490352806,0.521112768,0.562640628,0.490995265,0.472605673,0.461048795,0.454862889,0.410509448,0.396358618
The small,小国,SST,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.458450566,1.45600716,1.259300081,1.193890824,1.134525245,1.595809901,1.604323229,1.537373394,1.613921723,1.590611004,1.542022533,1.486186377,1.45794052,1.442526924,1.303445407,1.353800709,0,1.2802543,1.222757918,1.152332059,1.134873093,1.091005719,1.062498723,1.03602802,1.032812917,0.994392008,1.084282153,1.040340692
SAO tome and principe,圣多美和普林西比,STP,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.931090072,2.855511136,2.791892345,2.732613745,2.670369579,2.600712595,2.532414911,2.455916302,2.376708259,2.302078777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suriname,苏里南,SUR,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.049431281,2.971370842,1.454545455,1.432644231,1.406014932,1.243145434,1.219470885,1.194180361,1.171059223,1.148992398,1.251392174,1.229278966,1.207190024,1.065845571,0.579928669,1.138239144,1.116333069,1.093685062,1.071822849,0.967265425,0.948419387,0.930557171,0.915204329,0.949593241,0.936284399,0.925029682,0.917222989,0.935086308
Slovakia,斯洛伐克共和国,SVK,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309467689,1.91285053,2.055529111,1.852060139,1.793556306,1.902808276,1.860780101,1.593788866,1.431886634,1.17772297,0.827549577,0.747895888,0.751331171,0.640628992,0.641464895,0.633892675,0.61862491,0.588763812,0.590066043,0.584697166,0.58306035,0.581854011,0.578591741,0.573518982,0.579305471
Slovenia,斯洛文尼亚,SVN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5992767,1.280255368,1.812617953,1.372147741,1.488897908,1.463284068,1.434877009,1.455685514,1.404395028,1.247691513,1.372318008,1.142110766,0.989618898,1.177657482,1.07252617,1.153659793,1.158095473,1.159561398,1.159349193,1.183090604,1.332094633,1.338332408,1.332720905,1.306768964,1.323401141,0.680916631
Sweden,瑞典,SWE,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.370363218,1.332992821,1.510324362,1.544093918,1.551931967,2.182674039,2.155012555,1.963730483,1.963260252,1.952006176,1.956362265,1.523815036,1.51797965,1.372589092,0.597798542,0.609996044,0.517879909,0.364781733,0.359757009,0.445584496,0.428025897,0.426026073,0.319759509,0.315732953,0.594037728,0.589152914,0.582013294,0.562402388
Swaziland,斯威士兰,SWZ,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461404312,1.402118133,1.351436577,1.306244721,1.263152576,1.221493398,1.188942832,1.15503673,1.122099373,1.093190878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAN Martin (Netherlands),圣马丁(荷属),SXM,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The seychelles,塞舌尔,SYC,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syria,阿拉伯叙利亚共和国,SYR,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36868046,11.03898792,10.75058588,10.37424583,7.829558344,12.50713979,12.18746299,9.657878674,9.46484066,9.026400518,8.731910013,8.640363306,8.445717082,8.317987912,8.050776929,8.006050727,7.536405443,7.358613689,7.043501614,7.129246877,6.999680064,3.108347747,3.182941721,3.293629676,5.391026219,5.535028854,6.27195439,4.946865695
The turks,特克斯科斯群岛,TCA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chad,乍得,TCD,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20466622,2.147289455,1.587938355,1.216721649,1.575243474,1.330329372,1.291892439,1.252695002,1.212818078,1.171874081,1.122611207,1.094442896,1.055812231,1.015016409,0.956866701,0.949877154,0,0.887357788,0.85733504,0.82849238,0.795609241,0.768081656,0.741183269,0.714677256,0.787964412,0.75958222,0.733114362,0.621619279
East Asia and the Pacific (IBRD and IDA),东亚与太平洋地区 (IBRD与IDA),TEA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693759166,0.65060641,0.612674812,0.585816135,0.543339942,0.742668867,0.732702711,0.661221779,0.67501822,0.664151106,0.666408994,0.637054189,0.636556284,0.634574167,0.600061734,0.618181571,0.60117004,0.526085812,0.522797649,0.527191282,0.527015578,0.536098805,0.534171332,0.531295225,0.528023495,0.511984103,0.497272679,0.494403254
Europe and central Asia (IBRD and IDA),欧洲与中亚地区 (IBRD与IDA),TEC,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.250246374,1.886952417,1.89401531,2.431985137,2.353493893,2.474144402,2.416660022,2.234929078,2.146413637,2.015450139,1.934487004,1.882735237,1.809781888,1.806281557,1.683272632,1.678074436,1.662963324,1.645236285,1.59912297,1.515256347,1.531432935,1.424210267,1.477468647,1.540547474,1.530198187,1.521603651
Togo,多哥,TGO,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483471616,0.472203449,0.461491159,0.45034826,0.439707331,0.417124568,0.402967702,0.386048842,0.371330239,0.357567159,0.347045486,0.444878477,0.432356376,0.379844705,0.347689534,0.376772424,0.366629289,0.358912572,0.351459639,0.328416735,0.321902005,0.315954371,0.307028679,0.298248416,0.289754379,0.281513806,0.2736594,0.286076622
Thailand,泰国,THA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947003984,0.93068535,0.916569296,0.942389494,0.913825672,1.298957732,1.186838871,0.995353618,1.102236274,1.095710708,1.185276431,1.143218416,1.153586814,1.162446987,1.123752568,1.114284071,1.106731762,1.089818112,1.081398815,1.070737477,1.07758438,1.184641366,1.130819779,1.155890672,1.162838308,1.167631863,1.175129812,1.173372279
Tajikistan,塔吉克斯坦,TJK,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232408785,0.228525636,0.224730211,1.325714892,1.696552461,0.722162239,0.707763191,0.692065,0.476227327,0.462573321,0.447871212,0.432497632,0.694709383,0.72636817,0.919375625,0.890617035,0.863420139,0.802167723,0.778579603,0.758962745,0.740050632,0.722329784,0.705889588,0.690537225,0.676379981,0.691268225
Turkmenistan,土库曼斯坦,TKM,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.945979606,1.880324087,0.972393742,0.690423945,1.098884327,1.067753719,1.097926998,1.071156957,0.797612663,0.939135941,0.919229171,1.493506594,1.311388756,1.281672721,1.061424132,1.034921059,1.007298334,0.981551735,0.95914521,0.936807242,0.918294343,0.902421936,1.471896456,1.446296056,1.623730409,1.618336212
Latin America and the Caribbean (IBRD and IDA),拉丁美洲与加勒比海地区 (IBRD与IDA),TLA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779143736,0.74290988,0.721482141,0.700164274,0.680339022,1.038925609,1.034137669,1.014909434,0.976356426,0.936065101,0.927743859,0.91950256,0.898535045,0.890685074,0.858702507,0.839066462,0.937408896,0.936142087,0.912735402,0.910512902,0.886462397,0.876535895,0.862579539,0.855957987,0.893678867,0.890839967,0.886570803,0.896082491
Timor-Leste,东帝汶,TLS,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363899695,0,0.374293521,0.377801873,0.380050395,0.508573589,0.511034038,0.50110016,0.4929815,0.48493776,0.476762318,0.467309422,0.456274808,0.666022845
Middle East and north Africa (IBRD and IDA),中东与北非地区 (IBRD与IDA),TMN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70587977,4.084442452,3.84989966,3.729171892,3.525076959,4.54059767,4.73905944,4.694824487,4.530814233,4.362154451,4.222702181,3.918689348,3.812444885,3.705688231,3.192793852,3.292671294,3.568512017,3.33065775,3.5224479,3.518345919,3.544957397,3.268371171,3.153380769,2.515077837,2.502758518,2.522839278,2.497729609,2.420363167
tonga,汤加,TON,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Asia (IBRD and IDA),南亚 (IBRD与IDA),TSA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502722883,0.516338246,0.50853243,0.496076415,0.484246748,0.845897094,0.848723038,0.835347922,0.817970001,0.802048835,0.804063198,0.725640928,0.734131594,0.720242568,0.736243338,0.785272532,0.701249909,0.693954247,0.696399996,0.730144583,0.736143115,0.740421108,0.74813301,0.734684656,0.714017346,0.716725984,0.737740819,0.724706279
Sub-saharan Africa (IBRD and IDA),撒哈拉以南非洲地区 (IBRD与IDA),TSS,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669495588,0.599287615,0.548616622,0.549990156,0.505445971,0.773583868,0.735571065,0.700505122,0.688772795,0.69553498,0.702146171,0.657296678,0.626793406,0.586352891,0.546058285,0.539500262,0,0.510064401,0.498516006,0.490352806,0.521112768,0.562640628,0.490995265,0.472605673,0.461048795,0.454862889,0.410509448,0.396358618
Trinidad and Tobago,特立尼达和多巴哥,TTO,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431434303,0.42194983,0.413830205,0.406645399,0.393842664,1.320804197,1.2820489,1.257345907,1.322394392,1.31980678,1.300189481,0.460318813,0.452405288,0.437652368,0.314207521,0.45791879,0.453979356,0.602473152,0.598779089,0.61150619,0.61944663,0.621255212,0.610095958,0.605015805,0.598375079,0.601390772,0.603521885,0.597239559
Tunisia,突尼斯,TUN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.383175059,1.342335418,1.307706276,1.264943043,1.226716483,1.992428092,1.924656341,1.521993124,1.499370424,1.478438857,1.458614453,1.441948238,1.426346069,1.41151399,1.397148331,1.383164533,1.374462206,1.347704354,1.319685585,1.283201152,1.256373533,1.235556525,1.206888759,1.208262188,1.202519354,1.194746415,1.18857693,1.18655749
Turkey,土耳其,TUR,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90893195,4.011698792,3.488857585,3.566456736,3.926020034,3.29448609,3.327743333,3.870704882,3.773095276,3.788674817,3.865070605,3.05536902,3.011820035,3.034272768,2.816041581,2.764798461,2.751906707,2.704778827,2.623950297,2.531433167,2.429981595,2.331048794,2.287647822,2.200364913,2.134772791,1.718041649,1.659075102,1.600384893
Tuvalu,图瓦卢,TUV,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,坦桑尼亚,TZA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334728734,0.32390492,0.359822135,0.347479973,0.36513885,0.254612122,0.247918961,0.241659962,0.231718264,0.225870549,0.219985222,0.171809529,0.166554917,0.161455914,0.154275183,0.149492529,0,0.141938072,0.138726924,0.137570958,0.134570013,0.131651422,0.128812358,0.126066214,0.123409978,0.119575433,0.115711815,0.110397784
Uganda,乌干达,UGA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951846106,0.925724781,1.049380551,1.019266021,0.848493916,0.707258158,0.689638826,0.606855351,0.52735123,0.512795229,0.607069407,0.661143788,0.640455283,0.674238577,0.580155313,0.479085522,0,0.4473652,0.431901216,0.414956008,0.400142512,0.38580565,0.37171488,0.358285329,0.344882703,0.32863501,0.315080678,0.299016062
Ukraine,乌克兰,UKR,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.745358878,1.539731848,1.416481785,2.101378354,1.920357493,1.898159911,1.916189193,1.862296813,1.810389595,1.845993567,1.837344514,1.795509551,1.215860455,1.231778644,0.975717478,0.98119501,0.986208855,0.988267074,0.991519708,0.993694698,1.004235504,0.564064286,0.976301665,1.225749903,1.411697363,1.448371129
Middle - and high-income countries,中高等收入国家,UMC,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952895456,0.825405275,0.922483805,0.843562041,0.82793597,1.119049494,1.105626112,1.062385702,1.055339652,1.006609981,0.993705324,0.9384613,0.918863483,0.905117179,0.86358317,0.865016814,0.884453197,0.807002578,0.81768957,0.829650015,0.827188407,0.815952034,0.809662359,0.75098092,0.762791874,0.759899147,0.744707397,0.744936317
Uruguay,乌拉圭,URY,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.809849927,1.787138891,1.74240798,1.744319102,1.697063334,1.761777148,1.747917592,1.701806855,1.718090613,1.703662875,1.569664385,1.55157679,1.566803973,1.590921143,1.585359725,1.573192596,0,1.557077096,1.533431773,1.489512692,1.48643603,1.468950033,1.470913764,1.474036967,1.454445288,1.455303595,1.453921818,1.258641
United States,美国,USA,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.703722541,1.646930612,1.466975135,1.37585127,1.276131368,1.19632451,1.134030258,1.086844234,1.115983789,1.087580676,0.991230121,0.961630653,0.98742008,0.992046841,0.980315256,1.01631151,0.972878941,1.001494978,0.980577067,0.995204458,0.99994634,0.968004845,0.942711447,0.902310898,0.865386356,0.838519196,0.829127844,0.82690843
Uzbekistan,乌兹别克斯坦,UZB,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504947157,0.504164522,0.23992334,0.488291942,0.524539318,0.953699973,1.079539266,0.99197105,0.812658152,0.719402536,0.700020301,0.681493053,0.691226465,0.816529207,0.760055336,0.739395287,0.718628995,0.698439005,0.671700924,0.507459657,0.496320839,0.485295337,0.474779901,0.465263209,0.45647752,0.448867906
Saint Vincent and the grenadines,圣文森特和格林纳丁斯,VCT,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,委内瑞拉玻利瓦尔共和国,VEN,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970413515,0.913053996,0.908339465,0.882803379,0.860109103,0.890346287,0.855605614,0.829493688,0.808202002,0.791321983,0.768830184,0.996582658,0.978797826,0.960900213,0.720482681,0.698332527,0,0.940294796,0.921011418,0.90311571,0.890216628,0.872528979,0.862810116,0.846547635,1.930489836,1.926289829,2.022483947,2.60212309
British virgin islands,英屬維爾京群島,VGB,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The American virgin islands,美属维京群岛,VIR,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vietnam,越南,VNM,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.189827355,3.078488461,2.475646513,2.416757577,1.927928046,1.673408818,1.636942303,1.431570935,1.313425512,1.281474349,1.253098309,1.222068134,1.195759854,1.172403344,0,1.064146744,1.045149398,1.025575618,1.0056355,0.987097381,1.019829889,1.002493385,0.986655988,0.963546934,0.950409767,0.940037104,0.935952082,0.925923939
Vanuatu,瓦努阿图,VUT,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The world,世界,WLD,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.107575183,1.03311379,1.031645648,0.975602224,0.935034193,1.19418439,1.174577459,1.142077581,1.126737659,1.09395979,1.070478902,1.018586559,1.004064685,0.98356239,0.945513321,0.964367427,0.959962269,0.897772847,0.895576139,0.899511778,0.898450552,0.886074606,0.873507288,0.833669404,0.825120442,0.819150652,0.812532871,0.798348677
Samoa,萨摩亚,WSM,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosovo,科索沃,XKX,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen,也门共和国,YEM,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.072478529,4.774534812,2.266373219,2.128151993,2.168754905,2.055241946,3.170345494,3.967753527,3.542748866,3.392384383,3.33238716,2.967610447,3.198668979,3.134462718,3.045877181,3.012810339,2.938695615,2.860328304,2.780638455,2.701512984,2.628270162,2.585186488,2.541090015,2.496712993,0.35564287,0.33859321,0.323450623,0.621467926
South Africa,南非,ZAF,武装部队人员（占劳动力总数的百分比）,MS.MIL.TOTL.TF.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706287102,0.642252405,0.580678459,0.55987054,0.539990548,1.924154941,1.872742971,1.422207711,1.344297859,0.482021403,0.429083289,0.392154567,0.344042596,0.322214485,0.32111103,0.31057294,0.550734313,0.3300482,0.31898972,0.403351087,0.409073106,0.405233552,0.316715349,0.38259994,0.399458795,0.383838542,0.373926535,0.356337185
